Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
2110,5.932425141,2.556292449,6.538595695,0.753215105
2111,5.288921502,2.421112342,3.23422451,0.656778139
2112,6.281384154,3.167257838,5.689889509,0.1890462
2113,4.654905528,3.087724106,3.810970223,0.262674262
2114,6.31612181,3.358254754,4.937193706,0.687735826
2115,4.882522241,2.93286658,4.184985406,0.014168843
2116,5.051993192,2.708353086,6.950329316,0.303538081
2117,6.731251532,2.166300459,1.91147832,0.356244463
2118,6.073008853,3.566126736,3.984409893,0.569116612
2119,4.521536194,3.223698776,1.299307847,0.348510492
2120,4.952515407,2.203144484,4.139060103,0.200425623
2121,5.668039963,3.168096174,6.159896146,0.315682095
2122,5.781856688,2.461928493,5.103015705,0.586043815
2123,5.67137175,2.812147011,3.313489543,0.244786806
2124,5.115377072,3.098894592,3.302062921,0.992227002
2125,5.973731563,3.614947184,6.62497546,0.71905903
2126,5.22441282,2.694895692,4.566715699,0.864645761
2127,5.993998946,2.425593798,4.412203006,0.655767895
2128,6.700311359,2.593016624,2.254955899,0.243859587
2129,5.702535443,3.167374346,3.206340883,0.273591264
2130,5.563866223,3.228585372,5.018676839,0.748939974
2131,4.303338044,2.108638054,3.234018735,0.58157005
2132,4.525409025,3.116309116,1.360194186,0.65320075
2133,4.669198463,2.335839872,2.649425806,0.942839975
2134,4.593462,3.768226618,1.163836168,0.844953744
2135,4.341718305,2.220730088,6.153404084,0.734072424
2136,6.60219466,3.325935983,6.122328598,0.559232618
2137,5.615462409,3.834972497,4.857190069,0.525346824
2138,5.833595842,2.198265717,5.667966741,0.380425286
2139,6.017074288,3.019832684,6.609787271,0.924707851
2140,4.059842945,3.384168651,1.277870028,0.661775414
2141,4.28820183,2.682406879,4.250102739,0.518275071
2142,6.877991451,3.445940126,4.276232253,0.111757328
2143,5.602490165,2.886341499,3.133045648,0.211237468
2144,5.721248999,3.30204566,4.52026826,0.846871204
2145,6.482803167,2.099622163,4.26796841,0.907832662
2146,5.632021779,3.190339085,5.614189159,0.741246212
2147,4.175083521,3.145119136,2.194114684,0.977341032
2148,6.898262569,2.980003377,1.384987317,0.102581723
2149,5.202666822,2.203127156,5.55542977,0.759906419
2150,4.577011147,3.906770305,2.918059365,0.196252125
2151,6.304488563,3.829871398,4.226460272,0.521713322
2152,5.051742086,2.107554535,3.949069946,0.875838911
2153,6.099348329,3.755946126,2.092821665,0.371577477
2154,4.078909842,3.616541327,5.015316287,0.650306164
2155,5.520774336,2.842642797,1.469520293,0.39225868
2156,4.349291897,2.121998046,3.306657701,0.906619837
2157,6.814943199,3.934797403,4.95129157,0.188521154
2158,5.454487161,2.492929157,5.098000708,0.151121057
2159,6.100344143,3.237296,6.851464278,0.011552856
2160,6.449400375,2.45600217,6.732668944,0.654677314
2161,4.47909664,2.398864552,4.194361588,0.839150673
2162,6.53167508,3.497302234,6.300855264,0.048032949
2163,6.62486024,3.452963307,4.403189054,0.108381891
2164,5.627714003,2.341244741,5.479510291,0.969036825
2165,6.070459991,3.28919445,2.077278706,0.594494561
2166,5.67448697,3.935666623,1.604906692,0.876878644
2167,4.676181994,2.933283631,3.846054924,0.443096167
2168,5.725911336,3.644624224,1.896119035,0.633563306
2169,6.297761774,3.484697897,5.653580801,0.099797236
2170,6.194352072,2.577653063,6.722407665,0.925138331
2171,5.464157984,2.130245279,6.734553569,0.150433988
2172,4.569141258,2.17452783,5.141545062,0.357352699
2173,5.328098569,3.631954549,3.922300849,0.782257425
2174,6.43432548,2.25846175,6.350217572,0.996161412
2175,5.186318372,3.354839444,6.383117684,0.593494997
2176,6.349819181,2.273259431,4.946998652,0.446145059
2177,6.014509639,2.861103286,5.614501039,0.023409854
2178,6.267408062,3.376554529,6.563203684,0.370712534
2179,6.947170528,2.503191052,6.716264102,0.895197163
2180,5.781695864,2.04482071,1.837980072,0.339802951
2181,5.316192788,3.308804736,5.921275165,0.769337381
2182,5.522525505,3.862645255,5.551540074,0.829190834
2183,5.23686598,2.604309461,6.12423985,0.07733512
2184,6.366971044,3.819386682,2.523752766,0.061746499
2185,5.083998772,2.815151498,5.056512297,0.011434837
2186,4.029891196,3.656016666,4.755034606,0.04538836
2187,6.523581055,2.479543037,3.271770515,0.702361574
2188,6.11988841,2.439998678,2.3369923,0.897692512
2189,4.619943274,3.595491453,6.179475926,0.935580422
2190,4.20412449,3.381867656,5.644631196,0.003221464
2191,5.218757601,3.315958718,4.369575357,0.542067567
2192,4.054242868,2.095951149,3.273959922,0.684466416
2193,4.061660927,3.719718833,6.086563737,0.204914988
2194,6.817671079,3.772313952,4.663085144,0.006479946
2195,6.63973453,3.017675588,5.895553511,0.386230517
2196,6.742623471,2.872538277,4.415353196,0.632150848
2197,4.313691806,2.932089068,3.342644058,0.928422055
2198,6.861562383,2.163036357,2.895920036,0.481701119
2199,5.691803093,2.153232093,5.924970649,0.210653254
2200,4.137393367,3.609803293,1.029826942,0.380784757
2201,4.443083656,2.212076153,2.808692857,0.705749099
2202,4.318577435,3.789518312,3.94963518,0.802007231
2203,5.701146014,3.714403784,6.430635696,0.614826196
2204,5.064434023,3.039949395,3.075170234,0.562040657
2205,4.174699839,2.179004539,5.886473325,0.328415205
2206,6.436323732,2.831481033,2.273901997,0.187831208
2207,6.002303205,2.529652698,3.655282616,0.539718821
2208,6.642236842,3.574452265,1.78276604,0.383854905
2209,5.340672522,3.513668393,3.750148146,0.379504424
2210,4.614224092,2.200355154,4.76713879,0.448624494
2211,5.726577836,3.471800008,5.919751385,0.827665889
2212,4.629941041,3.023359775,6.199526538,0.982593118
2213,4.349072044,2.416726441,6.724069964,0.45768962
2214,4.771260499,2.696960805,3.401051073,0.254724788
2215,5.3998578,3.221147687,4.523558829,0.13819014
2216,6.537578782,3.516287897,6.449356851,0.8941578
2217,5.723982171,3.219265924,6.42233625,0.137856883
2218,4.472687395,2.331619341,2.896761488,0.353913227
2219,4.536865532,3.954608275,2.567343579,0.528352328
2220,5.935678644,2.668079159,2.616051573,0.831366648
2221,4.246988183,3.586308969,5.979937478,0.980063276
2222,5.647443611,3.138765274,6.975203141,0.30320366
2223,4.775667749,3.172255542,1.044466721,0.598840739
2224,4.650936923,2.79010592,3.014114105,0.417408207
2225,4.94429059,2.810366784,3.331236414,0.958657686
2226,5.64926348,2.054046159,1.77815825,0.575784174
2227,6.566102938,2.687033661,2.556560797,0.714414681
2228,6.382448082,2.708867652,5.822929856,0.474694354
2229,4.044122414,3.208160844,3.614493145,0.397288095
2230,4.087566849,2.640110387,3.882474112,0.661439935
2231,6.900341122,3.805207394,4.458470427,0.079996917
2232,4.099587078,3.4243408,2.593031889,0.043006637
2233,4.679778753,2.080935578,3.393068805,0.300031769
2234,6.884418211,3.46266997,5.036825031,0.790746234
2235,5.023893407,3.893702828,5.64365973,0.19132975
2236,6.427964874,3.207518853,3.930941029,0.185283902
2237,4.805156661,3.311689245,5.144749653,0.34421149
2238,5.874290817,3.611896051,3.978232393,0.242107046
2239,5.63097677,3.657927146,6.71856356,0.824784887
2240,5.34943685,2.4235633,6.384167207,0.026505935
2241,4.378837138,3.339945978,6.980233186,0.51858306
2242,4.444044575,3.31104823,5.717433766,0.880055797
2243,4.412042386,2.697228569,3.993329541,0.782604876
2244,5.601785622,2.620930833,6.057044229,0.117204215
2245,4.699107932,2.253617717,2.214790797,0.237362705
2246,4.281440878,3.929055308,3.750140952,0.085280429
2247,4.077194813,3.269635153,4.352936131,0.342092756
2248,5.869427421,2.086251111,2.968975508,0.604285888
2249,6.050926636,3.474278244,6.024158293,0.192712268
2250,4.034086656,3.608249556,3.020121752,0.036682959
2251,5.907966938,2.511026152,4.987077436,0.929182555
2252,5.663573205,2.758766998,4.364697701,0.571121876
2253,4.463645067,2.349051598,5.382676662,0.657375958
2254,4.70406392,3.208170191,1.19605325,0.011223101
2255,5.74796507,3.792785218,6.300304652,0.882901852
2256,6.3407584,2.967521588,6.982844303,0.194973858
2257,4.527401502,3.814340131,3.974785085,0.325430058
2258,6.48147318,2.236928136,2.114984071,0.085761435
2259,6.052592061,3.294348589,4.329693554,0.373392201
2260,6.541862309,3.438416702,1.500282751,0.185478305
2261,4.905520073,2.856179752,2.879313649,0.607736798
2262,4.14011595,3.471469113,2.303736539,0.513115376
2263,6.294991998,3.35838369,2.971755235,0.700025491
2264,6.664126272,3.63069354,6.712851587,0.674648717
2265,6.94848862,2.228211298,5.270323931,0.459848258
2266,6.932169041,3.436126788,1.269012155,0.560533184
2267,5.699483917,2.14384978,2.869384908,0.240895283
2268,6.14495825,2.89188525,5.146499247,0.984328804
2269,4.910816968,2.784080255,1.612545076,0.713004801
2270,6.385987544,2.382032073,5.173349696,0.080896552
2271,4.081932897,2.519849177,2.921506944,0.827550552
2272,4.591303136,3.996700987,6.490302568,0.998178876
2273,4.849282332,2.581379051,5.116646646,0.90937723
2274,5.69840879,2.367888292,1.832026413,0.130422365
2275,4.127000961,2.050710504,3.328290551,0.111723873
2276,4.173880437,3.605389001,3.841890356,0.68522131
2277,5.588649033,3.644829244,4.386862423,0.731876328
2278,4.715286045,3.177555572,1.761163721,0.709065466
2279,4.759667668,3.473069801,3.597177761,0.214592563
2280,4.708295277,2.166784041,1.413695827,0.724756547
2281,4.930336126,2.914731005,6.01681278,0.964286025
2282,4.990347096,3.639990524,5.550792704,0.381357827
2283,6.653149823,2.448848083,6.170450463,0.843621793
2284,6.164278528,3.646123082,1.366266513,0.45428804
2285,4.566414359,2.49000702,1.825651522,0.490734551
2286,6.207243246,2.004218335,4.24798233,0.523870981
2287,4.216932707,3.16263221,6.460141878,0.03330975
2288,4.839931892,2.139884741,6.349183828,0.930615937
2289,4.591211218,3.287395423,4.008774844,0.713140912
2290,6.555750376,3.251713958,5.383646603,0.616025517
2291,4.577322547,3.559068582,2.363282879,0.835282007
2292,4.808208587,2.194714729,6.184322367,0.741551518
2293,5.921024623,3.926411417,5.784975071,0.921010386
2294,4.816394243,2.335334244,2.134695654,0.992169315
2295,6.736167648,2.456428968,1.817162842,0.108911719
2296,6.177658353,3.642452617,2.802697639,0.984319142
2297,6.779048158,3.510359576,1.63344479,0.917333829
2298,5.249836802,2.897323953,1.021075692,0.835820587
2299,6.238973281,2.472498285,6.417066647,0.383540611
2300,4.887729555,2.835771128,5.434836949,0.09494557
2301,6.345862572,2.562892515,2.207737784,0.899357682
2302,5.628800481,2.533732963,6.076689315,0.944421395
2303,4.12211152,3.730657838,5.308467931,0.280017721
2304,5.535987434,3.082123406,6.212218823,0.353879339
2305,6.151630094,2.198402963,6.444440043,0.943677999
2306,5.333673515,3.933815816,3.459229363,0.131986618
2307,6.866711964,3.736133572,2.754022632,0.266018295
2308,5.478423959,2.042498231,6.760871504,0.030721403
2309,6.419068528,3.360225793,2.369081272,0.519397384
2310,5.278993615,3.415974565,1.130487547,0.712037386
2311,6.873800825,3.052207477,4.193757276,0.609197142
2312,6.115331433,2.060692874,5.110065433,0.740551126
2313,5.915842462,2.254805343,6.890284856,0.373357888
2314,5.08877361,2.740830712,2.04968361,0.72998462
2315,6.854372979,2.061843198,3.289939691,0.094140801
2316,6.021254027,2.250768635,6.623507612,0.052985453
2317,5.243726076,2.812563824,5.86251414,0.532288726
2318,5.264500693,2.173185211,4.194664972,0.591548116
2319,6.897402419,2.157260375,5.068861258,0.623988657
2320,4.511984226,3.020954419,6.867830925,0.872300143
2321,4.621752903,2.074170028,4.515365841,0.96500126
2322,5.507177849,3.597762693,4.750365406,0.445355446
2323,4.690350465,3.091993395,6.917965367,0.665988276
2324,6.649951131,2.650868182,6.224573129,0.453013526
2325,5.874300947,3.180017855,6.863136855,0.016687196
2326,5.189950823,3.085864481,4.6594903,0.928700017
2327,5.258396662,2.253800253,2.013864674,0.544976001
2328,5.240365788,2.563197552,6.918059595,0.65910483
2329,6.640833315,3.928585618,4.694686047,0.321582367
2330,6.580345848,2.662922671,1.595811356,0.421841645
2331,6.310949207,2.336420759,1.505155614,0.416168386
2332,6.593391667,2.591280574,5.494903007,0.898862518
2333,5.925517761,2.384609305,2.330940559,0.374794421
2334,6.754118022,2.978713622,3.577266409,0.034954687
2335,5.08735311,3.772959642,1.090846329,0.259711083
2336,5.942217041,2.418096977,2.602103393,0.134443231
2337,4.973016508,3.131118487,6.245480305,0.180978586
2338,5.783482575,3.214364745,5.924146087,0.475307407
2339,5.583000608,3.850389564,6.383330482,0.170155566
2340,4.733435295,3.402206928,3.980122835,0.162369135
2341,6.573534521,2.22562366,2.93667937,0.384470433
2342,4.702114941,2.325686134,1.477605122,0.383197136
2343,5.401627941,2.182776903,4.026070593,0.967633805
2344,6.755761179,3.394962472,3.740398123,0.749514545
2345,6.192155196,3.560975508,2.477583812,0.652084976
2346,6.386567211,3.444539147,6.773956458,0.195800374
2347,5.279337622,2.387316689,6.440348915,0.445547379
2348,4.720787347,2.91877931,4.267306955,0.632987738
2349,5.622991739,3.922634296,6.746412182,0.553964362
2350,5.878211035,3.453575853,2.029083072,0.827342978
2351,5.937812098,3.350457935,6.211694773,0.309182502
2352,5.29877816,2.441975907,5.680169444,0.156420219
2353,4.279910648,3.439007242,1.483100284,0.409953344
2354,6.519480698,2.350377526,6.252593142,0.713581559
2355,4.372408598,3.050180903,5.109155031,0.32299799
2356,5.391745208,2.592863538,5.223312058,0.425962684
2357,4.427249767,2.007685899,6.540349933,0.575073289
2358,4.590343307,3.614476922,4.750095842,0.392356054
2359,5.728679417,2.582878794,6.381494626,0.798107194
2360,6.123285698,3.951942103,6.457842099,0.760226874
2361,4.688858774,2.204664302,1.772978895,0.234506792
2362,6.378506213,2.649402346,6.180543539,0.419396199
2363,6.481755034,2.291335912,4.159923094,0.568594884
2364,4.133313715,3.002774674,1.236912817,0.628193056
2365,4.35638666,3.942268728,5.761161752,0.698003511
2366,5.269672048,3.229410747,5.492608499,0.968053942
2367,4.331729386,2.081452508,3.357347996,0.056655949
2368,4.221934173,2.08314903,6.008557663,0.607231467
2369,5.065378848,2.223227091,5.140299591,0.765107324
2370,6.604089791,3.640589429,6.473898999,0.862760044
2371,6.421937543,3.323041991,3.879294867,0.00150812
2372,5.870216205,3.03292233,3.139782376,0.970310976
2373,5.659884522,3.277705445,2.245903898,0.442816074
2374,4.378851426,3.332938716,5.067497857,0.185700644
2375,6.497995192,3.572148249,6.97490505,0.72327289
2376,6.608665046,3.993396706,4.449783949,0.67125659
2377,4.051116361,2.289113177,6.78884265,0.11578184
2378,5.006730033,3.3196305,5.487909098,0.730098936
2379,6.066119482,2.809908931,2.202586137,0.735355852
2380,4.044497568,3.633503692,2.043583942,0.857344827
2381,4.338951211,2.854172468,1.328130486,0.846372109
2382,4.168643391,2.066718071,2.949107153,0.358450015
2383,4.066952021,3.413985621,6.764670552,0.924742487
2384,6.610543618,3.198977563,3.658449465,0.647780007
2385,4.487470174,3.733341464,1.947378703,0.656927284
2386,5.55575925,2.014633115,2.377489088,0.493336517
2387,6.103571036,3.492036477,3.819557866,0.7109997
2388,5.049953486,2.724515854,5.970069673,0.572764256
2389,4.981281649,3.300132826,6.070948951,0.75440574
2390,5.845235287,3.225547627,3.50840861,0.063785076
2391,6.498179388,3.702202873,2.78384707,0.106646148
2392,5.756440093,2.389626991,4.412637993,0.84563116
2393,6.868235552,3.138842866,1.079084986,0.671267359
2394,4.294832545,3.844942846,1.868277246,0.577188956
2395,5.150100901,2.075402528,1.325791118,0.795648318
2396,4.284979529,2.104710545,6.635038239,0.910891558
2397,5.23364299,3.835150497,2.980341164,0.221556431
2398,6.479945413,3.739906341,4.099645546,0.10967463
2399,6.22840667,3.215878254,4.412858641,0.692627479
2400,6.945485076,3.001652083,4.414798185,0.55742473
2401,6.375296543,2.658788544,6.965261008,0.405947155
2402,6.210600778,3.11096356,3.106436284,0.210385785
2403,4.195019766,3.20311628,4.773316312,0.100398017
2404,5.921989383,3.029393741,1.70373299,0.582027617
2405,4.094355164,3.142175875,1.808892478,0.616776161
2406,6.425919029,2.068900536,6.436008932,0.302747602
2407,6.551412068,2.681439607,1.832411694,0.625721322
2408,5.065219055,2.582955138,1.064488029,0.106510758
2409,6.798666011,2.235914327,5.985260949,0.395258146
2410,4.110595411,3.608578468,6.938223167,0.931506628
2411,6.664361504,3.771179934,6.893287941,0.992932354
2412,5.934755294,2.506119223,5.411100196,0.02801545
2413,5.00022454,2.647200662,4.060635193,0.117859919
2414,4.39267601,3.481658447,3.883628321,0.751013762
2415,5.01018257,2.061195886,6.680460238,0.62654788
2416,5.141372365,2.36535911,5.868828639,0.413456495
2417,4.141334371,2.614478983,2.010985557,0.943869539
2418,6.733572346,2.301329025,3.455783455,0.128201055
2419,6.796687347,3.649464166,5.834382105,0.611309774
2420,6.386204775,3.650124279,5.007756898,0.583283757
2421,4.36075243,3.515496367,5.439541957,0.876965451
2422,4.565195215,3.800264017,4.846432211,0.962149453
2423,5.502520085,2.238626674,2.933387171,0.615155417
2424,4.087407756,3.76528588,6.868993758,0.905901357
2425,4.830674591,2.07214124,6.409234842,0.28395798
2426,6.456804552,3.417101632,5.469178354,0.205474862
2427,6.671915182,2.653409567,2.04038277,0.675425209
2428,4.649127615,3.944763347,5.259434191,0.671374209
2429,6.463658127,2.103345913,1.869864664,0.786519524
2430,4.546412865,2.021878984,3.980468613,0.906900378
2431,5.219099901,2.621588435,6.231841547,0.316800555
2432,5.283753138,2.845469679,2.348001285,0.753310325
2433,4.19304931,3.194979262,1.18296298,0.399373057
2434,5.96348784,3.603375904,3.972747908,0.402792483
2435,6.653620664,2.176798426,1.443131993,0.206484694
2436,6.17562686,2.305031712,5.788132493,0.606498016
2437,5.918972765,3.127799192,2.036060807,0.147204961
2438,5.523295978,2.74571025,2.428310428,0.816849613
2439,6.013605602,2.342509136,4.907900289,0.661362932
2440,4.433349292,2.335163689,5.329908274,0.739152015
2441,4.509558988,2.044492847,5.391796013,0.490629812
2442,5.0854357,3.671692882,6.394793405,0.359059057
2443,6.672772241,3.605241836,6.461666591,0.49957035
2444,4.341041259,3.904913551,1.340109361,0.985558926
2445,4.351894603,2.84917279,5.506118957,0.194709793
2446,6.100208317,3.42350434,5.587718431,0.356447287
2447,5.6936849,3.697617675,6.337249276,0.689998998
2448,4.008993995,2.25669646,2.525905309,0.651940586
2449,4.189592422,2.447866481,3.679462704,0.966979876
2450,4.63445098,3.905307883,4.123842529,0.139580267
2451,6.505856771,2.463664334,3.58302872,0.870984923
2452,4.375524247,3.817807638,5.165355092,0.224509204
2453,6.580586146,2.172764541,2.458225005,0.530235097
2454,6.143299653,3.730367925,4.372515829,0.425078968
2455,4.482013181,3.420878844,1.238375281,0.321048876
2456,4.68056731,2.029593653,4.859598054,0.450618747
2457,5.343174647,3.549142068,4.306622908,0.843419087
2458,5.002642141,2.447047585,4.62828991,0.846574761
2459,4.705952437,2.409181965,5.112009791,0.259512582
2460,6.776403763,2.767597976,3.108331105,0.614243393
2461,5.858435249,2.163550583,5.570166337,0.355946192
2462,4.888444102,2.417467197,6.169921405,0.129908162
2463,6.604650288,2.855932906,5.337041636,0.390460971
2464,5.303235029,2.244526759,4.362790791,0.410824098
2465,5.87238259,3.046731065,1.82101499,0.977051258
2466,5.617135122,3.032779715,3.191765196,0.971901653
2467,4.159846014,2.86404702,5.300611764,0.202565852
2468,5.724017888,3.816580294,3.082821852,0.169144794
2469,5.65385608,2.233577301,6.496796325,0.958680499
2470,5.255328721,3.093067988,5.363558089,0.479468395
2471,4.276471983,2.341099487,1.310922787,0.669927658
2472,4.501524585,2.543314395,1.390976676,0.567541188
2473,6.67452745,2.087531247,2.64730179,0.580124378
2474,5.541309459,2.198605796,3.904635606,0.398731151
2475,6.568068423,3.661884853,6.714172393,0.015760036
2476,4.543345539,2.430121599,1.639065021,0.481202018
2477,5.982333912,2.615366168,4.113785389,0.345199886
2478,5.107255422,3.114123699,4.146407873,0.617532917
2479,5.542290056,2.262460019,6.771340231,0.844675339
2480,5.301373404,3.152429601,3.273706864,0.833673427
2481,4.31383089,2.620270413,4.299482048,0.457275651
2482,4.134370451,3.0252354,4.2302528,0.996916301
2483,6.914805157,2.709475345,1.329319331,0.511046942
2484,4.189992513,3.445699581,5.152757664,0.633072713
2485,5.032292999,2.267232001,1.083954473,0.862292779
2486,4.919624999,3.531947217,4.059050515,0.220401276
2487,4.893615014,3.901169448,1.439901348,0.792541882
2488,6.497296255,2.4895418,5.561642598,0.033439538
2489,6.044092115,3.975419352,5.662158056,0.025950673
2490,4.554987906,2.846541659,3.734544203,0.968440314
2491,4.030503252,2.803970685,3.772893053,0.454901942
2492,4.533758221,2.232439531,6.534574933,0.968247257
2493,6.574361631,3.314173678,1.436541462,0.547978121
2494,6.988375958,3.21499971,5.748414454,0.875345055
2495,6.899261819,2.813723652,6.472463791,0.319543445
2496,4.389906819,2.627280137,1.878865976,0.699262636
2497,4.657989097,3.681619356,3.71879419,0.321974634
2498,6.738556059,3.810006405,3.221437443,0.872319667
2499,6.322849444,3.924246791,4.726451974,0.951172976
2500,6.824747178,3.662771438,2.948822856,0.083385814
2501,6.364373052,3.44821159,6.141879274,0.872999646
2502,4.173925453,3.082515963,3.901316315,0.866561309
2503,5.201556135,2.66610723,5.061756809,0.563343255
2504,5.354464163,3.305527683,2.772628456,0.594774152
2505,4.528125274,2.482489592,3.700828516,0.563760672
2506,6.269995722,3.920422439,4.68382763,0.016774032
2507,4.492146451,3.905250824,5.722872306,0.198180129
2508,5.272335851,3.034815952,6.989138881,0.068720823
2509,4.563203699,3.043827021,4.036418248,0.183123607
2510,4.006725215,2.53221956,2.787800384,0.904184134
2511,4.698383584,3.538464347,3.846688664,0.544785363
2512,6.018647991,2.326167464,1.792071416,0.601659873
2513,5.581297196,2.912017034,1.994718371,0.343704538
2514,6.362310173,2.289371976,2.332503458,0.914826456
2515,5.630009091,2.976369813,2.555102765,0.974096264
2516,5.465357239,2.933299637,2.200433714,0.016635738
2517,6.559868805,3.700360207,3.679904693,0.321255836
2518,5.9582805,2.050413587,1.922466445,0.860086368
2519,6.674269999,3.849086803,1.853580394,0.32032182
2520,4.813435151,2.055972093,6.82981799,0.416993911
2521,4.864887447,3.201454231,1.301013764,0.254514077
2522,6.806388884,2.851349958,1.608769482,0.464875815
2523,6.09171017,3.085926765,5.152488188,0.383809479
2524,4.231351899,2.06221084,4.200328409,0.362388396
2525,6.872789104,3.366451339,1.156111216,0.680610349
2526,6.591085543,2.505271616,6.996116595,0.483156057
2527,4.819624832,3.11227279,6.910824748,0.092258923
2528,5.664505603,3.182563213,5.840004342,0.720508623
2529,4.189886851,2.956207415,4.515748558,0.51996836
2530,5.35844992,2.343642509,3.982730647,0.939753041
2531,4.662755098,2.000373021,5.040512579,0.276483378
2532,5.442479288,2.564415332,2.365818969,0.189307004
2533,4.597409762,2.36035006,6.548701684,0.051523257
2534,6.808045576,2.599597793,6.076168318,0.206132518
2535,4.578986615,2.519944176,4.936871193,0.086056939
2536,6.253264717,2.388506592,1.066584485,0.005114547
2537,5.491552236,2.198144802,2.395071174,0.42511021
2538,4.537628274,2.983767373,5.836817327,0.976699354
2539,4.56905385,3.408152354,1.673376857,0.573403236
2540,5.336800991,3.545170181,3.406708778,0.810593087
2541,6.088143729,3.720210932,4.140278801,0.81444124
2542,6.793718831,3.649390835,1.180936728,0.725287161
2543,6.999571409,3.10434629,4.988597823,0.533453282
2544,4.706972501,3.124813252,3.133127984,0.57958414
2545,5.585408061,3.254924019,2.629737206,0.464641529
2546,6.883133132,2.64802322,3.438245899,0.307577239
2547,4.575509243,2.371496144,3.150178581,0.267360809
2548,4.258116479,3.835384232,6.109511842,0.443795764
2549,5.868486554,3.419787533,5.072950152,0.287721725
2550,6.57941144,2.432158608,2.139622378,0.524699581
2551,6.297453503,2.156489039,3.271825976,0.870381217
2552,6.735232974,2.535730191,1.851168272,0.162603977
2553,5.284878484,3.608117141,3.655041546,0.020685019
2554,4.502393753,3.329545395,5.436681376,0.108923392
2555,5.604188444,3.913838392,4.578341639,0.807812293
2556,5.602577378,3.638050676,3.561366468,0.206183639
2557,4.086355167,3.451102339,5.705767861,0.56962161
2558,4.414729336,3.983436904,3.689902852,0.786098861
2559,5.219757546,2.640305344,1.892523153,0.687499569
2560,5.592298515,2.245184428,5.67485116,0.055298107
2561,5.664609898,2.196957259,3.041421116,0.226060757
2562,4.741335569,3.462375092,1.31311177,0.645148527
2563,4.649775342,2.725083736,2.578575068,0.426275077
2564,5.079925221,2.973649669,6.232879299,0.679574092
2565,5.262365273,3.504361371,4.463296011,0.469425757
2566,4.5009914,3.4517743,6.365446875,0.323958515
2567,5.587003034,3.973560066,6.995357383,0.879767702
2568,4.614297966,2.125825057,4.335489143,0.798174015
2569,5.817536426,2.182391048,1.772381658,0.615419429
2570,6.143593205,2.051132332,3.899949368,0.857925844
2571,4.700222697,3.054047093,1.02973315,0.824711464
2572,4.950160916,2.2943698,2.593802469,0.616590875
2573,6.627545115,3.693220107,3.437838623,0.382801881
2574,4.389125083,2.994546169,5.469321204,0.557390073
2575,4.999531439,3.986385456,2.695087594,0.723984438
2576,4.172288229,2.757801688,4.897483766,0.410789473
2577,5.803094058,2.573624283,1.675702868,0.426955781
2578,5.917095713,3.796322085,6.998387149,0.513639308
2579,4.152218226,2.173154973,5.072073653,0.71048736
2580,5.749757728,3.965615022,6.877453605,0.47172799
2581,4.413273562,2.333832879,6.15405286,0.542902762
2582,6.730294204,2.126036369,4.411433908,0.002977736
2583,5.881680721,3.952242091,1.203510682,0.819945842
2584,6.137387042,2.782444108,3.462466245,0.02405839
2585,4.402467178,3.389856687,4.785649509,0.746632557
2586,4.184466779,2.944253138,1.342441004,0.200474675
2587,6.311776165,3.477254256,5.760417954,0.046818729
2588,5.679633815,2.503381676,3.863296665,0.049062483
2589,4.986435253,3.724695709,4.747204472,0.574196097
2590,6.741936748,2.047274936,4.778787452,0.505619433
2591,5.821232835,3.204333389,6.852702619,0.067551618
2592,4.460321198,3.678528385,6.815893859,0.153453236
2593,6.753852707,3.105151802,1.816226431,0.463824396
2594,6.098293129,3.690852874,3.631195882,0.981392437
2595,5.530812991,2.001808088,5.040961378,0.762265359
2596,6.475619626,2.455177526,5.685600859,0.804002297
2597,4.651057583,3.46261139,4.329227847,0.244483414
2598,4.921878992,2.709559351,4.539405906,0.647436103
2599,5.077609586,2.761682896,6.213209087,0.205544488
2600,5.186714681,3.945061627,5.137231682,0.377465254
2601,6.28885228,2.805297705,4.882314287,0.923197089
2602,4.29954085,3.304498104,2.442035804,0.831624435
2603,5.579524158,3.184871947,6.170023326,0.199470766
2604,5.126750871,2.173606617,5.765910333,0.653250518
2605,4.252292629,3.222952267,4.225808885,0.441973639
2606,4.867274789,2.113706066,2.741622479,0.869135364
2607,5.70753764,2.942356673,1.163229212,0.076041003
2608,6.07441461,2.676661952,6.519771095,0.741202765
2609,4.882529802,3.996976283,5.928802701,0.838883135
2610,5.487632522,3.444853918,1.995814139,0.431647198
2611,5.559362847,2.280609597,6.436529629,0.701130191
2612,4.316321423,2.323658047,3.038082129,0.194956776
2613,6.036775857,2.707036606,1.574797939,0.397829992
2614,5.016620749,3.749884706,3.364028783,0.62863053
2615,4.065617863,3.485617633,2.771167712,0.81938289
2616,6.140588411,3.309105754,4.025032003,0.587720998
2617,4.917426118,3.349935707,5.236167389,0.703481142
2618,5.474332586,2.536177138,1.503506122,0.417798853
2619,5.652272661,3.04472557,2.513066074,0.75718029
2620,5.245480691,2.761059359,4.441341856,0.044320429
2621,4.091755195,3.14009987,1.885189276,0.453746044
2622,5.47930084,3.564366237,5.63400146,0.817046968
2623,6.509065734,2.076684728,3.424444045,0.858628634
2624,4.111628965,2.962629284,1.208895674,0.67861486
2625,6.174088714,2.332838421,6.240997609,0.510760325
2626,5.009838046,2.445429677,6.324688651,0.026719337
